,video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,participant_num,video_hp,video_scr,base_ECG,base_scr,trial_num,Unnamed: 26
2801,spider_low_5.mov,3,1,1,1728.03,1731.031,0.206,2.353,0.15,0.968,1739.093,1759.416,0.203,0.228,0.107,0.262,2.47,0.935,1.769,0.785,197,1.026,0,0.848,0.014,32,
2802,social_high_6.mov,2,2,2,1774.866,1777.866,0.126,4.205,0.116,0.835,1787.646,1808.186,0.04,0.048,0.071,0.36,4.922,0.784,0.885,2.686,197,1.056,0,0.848,0.014,33,
2803,social_low_4.m4v,2,1,1,1826.957,1829.957,0.064,1.202,0.051,1.134,1838.035,1858.779,0.068,0.045,0.076,0.826,5.423,0.734,0.684,0.884,197,0.989,0,0.848,0.014,34,
2804,heights_high_1.m4v,1,2,2,1875.994,1878.995,0.175,2.186,0.086,0.834,1890.761,1911.17,0.079,0.058,0.054,0.336,4.188,0.768,1.051,2.369,197,0.776,0.106,0.848,0.014,35,
2805,spider_high_1.mov,3,2,2,1929.036,1932.037,0.284,1.702,0.227,0.884,1938.363,1958.369,0.172,0.145,0.12,0.371,2.42,0.901,1.685,0.751,197,,0.111,0.848,0.014,36,
2806,social_low_6.m4v,2,1,2,10.078,13.102,0.306,1.302,0.291,1.519,21.691,41.099,0.711,0.762,0.717,0.225,2.169,1.202,5.507,2.753,198,0.708,0,0.642,0.114,1,
2807,social_high_4_replacement.mov,2,2,1,62.235,65.236,0.222,2.436,0.217,1.669,73.098,93.388,0.759,0.5,0.691,0.207,2.753,3.404,3.404,2.72,198,0.632,0.215,0.642,0.114,2,
2808,spider_low_1.m4v,3,1,2,115.177,118.178,0.149,3.554,0.17,1.869,128.359,148.602,0.073,0.109,0.147,0.513,3.104,1.335,2.72,3.254,198,0.607,0.108,0.642,0.114,3,
2809,spider_high_4.m4v,3,2,1,168.503,171.503,0.116,3.654,0.1,2.002,180.917,201.393,0.762,0.777,0.743,0.041,3.154,1.518,3.855,1.919,198,0.683,0.106,0.642,0.114,4,
2810,spider_high_6.mov,3,2,1,221.345,224.347,0.221,2.737,0.204,3.738,234.577,254.217,0.272,0.267,0.155,0.233,5.356,4.205,18.387,2.37,198,0.69,0,0.642,0.114,5,
2811,heights_low_5.m4v,1,1,2,294.042,297.042,0.83,2.62,0.791,1.435,309.843,329.836,0.171,0.227,0.285,0.719,2.72,2.002,1.952,4.121,198,,0,0.642,0.114,6,
2812,spider_low_3.m4v,3,1,2,350.121,353.121,0.174,9.811,0.17,2.119,370.794,391.469,0.25,0.151,0.504,0.165,2.72,1.535,2.186,1.936,198,,0,0.642,0.114,7,
2813,heights_high_5.mov,1,2,2,409.336,412.337,0.782,2.52,0.736,1.785,425.387,445.41,0.94,0.933,0.977,0.098,1.719,1.518,3.688,3.638,198,,0,0.642,0.114,8,
2814,heights_high_6.mov,1,2,1,465.465,468.465,0.829,3.204,0.782,1.468,481.883,502.39,0.828,0.876,0.67,0.288,17.369,1.168,1.719,1.936,198,,0,0.642,0.114,9,
2815,heights_low_1.m4v,1,1,1,534.074,537.075,0.806,5.156,0.722,1.785,552.762,573.754,0.098,0.086,0.144,0.861,1.502,1.101,1.635,2.87,198,,0,0.642,0.114,10,
2816,social_low_2.mov,2,1,2,590.37,593.37,0.218,2.52,0.314,1.218,601.849,623.192,0.285,0.341,0.5,0.631,3.22,1.335,1.635,2.97,198,,0,0.642,0.114,11,
2817,social_high_6.mov,2,2,1,641.844,644.844,0.5,12.648,0.5,1.802,663.034,683.574,0.5,0.5,0.5,0.5,11.913,0.968,2.019,1.802,198,,0,0.642,0.114,12,
2818,heights_low_3.mov,1,1,2,784.668,787.669,0.734,1.802,0.785,15.2,813.417,831.921,0.636,0.686,0.16,0.152,4.539,1.952,2.153,2.653,198,,0,0.642,0.114,13,
2819,heights_low_2.m4v,1,1,1,852.71,855.71,0.958,4.355,0.467,21.774,890.585,910.594,0.637,0.617,0.495,0.364,9.311,1.602,1.986,1.902,198,,0,0.642,0.114,14,
2820,social_low_4.m4v,2,1,2,934.901,937.902,0.222,4.238,0.238,1.635,947.515,968.256,0.063,0.073,0.249,0.772,2.403,1.385,1.785,1.652,198,,0,0.642,0.114,15,
2821,social_low_5.m4v,2,1,1,984.973,987.973,0.168,1.769,0.204,1.485,996.97,1016.961,0.123,0.05,0.116,0.607,2.336,1.035,3.487,2.336,198,,0,0.642,0.114,16,
2822,spider_low_2.mov,3,1,2,1035.646,1038.646,0.078,2.603,0.078,0.868,1045.857,1066.414,0.112,0.155,0.206,0.855,4.438,1.352,0.968,1.802,198,,0,0.642,0.114,17,
2823,spider_low_4.m4v,3,1,1,1084.467,1087.467,0.162,1.635,0.078,1.735,1095.579,1116.088,0.185,0.143,0.207,0.578,2.453,1.852,1.168,1.702,198,,0,0.642,0.114,18,
2824,spider_high_5.m4v,3,2,1,1132.753,1135.754,0.083,1.268,0.112,1.902,1144.667,1165.158,0.861,0.75,0.447,0.063,1.986,0.951,1.468,1.886,198,,0,0.642,0.114,19,
2825,heights_high_2.mov,1,2,2,1180.94,1183.94,0.108,2.269,0.736,2.57,1197.525,1218.399,0.928,0.946,0.884,0.092,1.051,1.001,1.101,2.353,198,,0,0.642,0.114,20,
2826,heights_high_1.m4v,1,2,1,1233.398,1236.398,0.846,1.669,0.816,1.151,1247.964,1268.373,0.918,0.928,0.826,0.03,5.857,1.335,1.969,2.536,198,,0,0.642,0.114,21,
2827,spider_high_1.mov,3,2,2,1289.56,1292.561,0.115,3.988,0.066,1.335,1301.624,1321.63,0.84,0.849,0.673,0.068,2.903,1.485,1.735,1.669,198,,0,0.642,0.114,22,
2828,social_high_5.m4v,2,2,2,1338.915,1341.915,0.206,3.487,0.269,2.019,1352.163,1372.171,0.512,0.578,0.417,0.298,4.689,1.702,2.253,1.602,198,,0,0.642,0.114,23,
2829,social_high_3.mov,2,2,1,1391.907,1394.907,0.21,2.403,0.374,1.652,1402.702,1423.092,0.664,0.683,0.453,0.559,1.969,1.085,9.945,1.469,198,,0,0.642,0.114,24,
2830,social_low_1.m4v,2,1,2,1519.848,1522.849,0.542,1.685,0.338,1.619,1530.894,1551.72,0.5,0.45,0.413,0.498,2.703,1.185,1.085,2.036,198,,0,0.642,0.114,25,
2831,social_high_2.mov,2,2,1,1568.219,1571.219,0.16,5.823,0.216,1.685,1582.468,1603.442,0.871,0.782,0.777,0.017,2.753,0.901,1.302,1.869,198,,0,0.642,0.114,26,
2832,social_high_1.mov,2,2,1,1619.759,1622.759,0.221,4.856,0.431,0.801,1634.158,1654.231,0.235,0.218,0.394,0.894,4.355,1.051,1.535,1.552,198,,0,0.642,0.114,27,
2833,spider_low_5.mov,3,1,2,1672.217,1675.217,0.5,1.218,0.51,0.651,1680.826,1701.15,0.039,0.126,0.525,0.154,4.422,1.085,1.185,1.669,198,,0,0.642,0.114,28,
2834,spider_low_6.m4v,3,1,1,1719.002,1722.002,0.238,1.085,0.257,1.886,1728.713,1749.236,0.333,0.277,0.321,0.224,6.324,0.901,0.851,1.385,198,,0,0.642,0.114,29,
2835,heights_low_6.m4v,1,1,2,1768.19,1771.19,0.848,7.275,0.789,1.285,1788.496,1806.501,0.83,0.736,0.604,0.631,5.69,0.951,1.252,2.503,198,,0,0.642,0.114,30,
2836,social_low_3.m4v,2,1,2,1826.388,1829.388,0.297,4.322,0.23,0.968,1838.418,1858.559,0.198,0.197,0.335,0.674,4.088,1.569,2.303,2.536,198,,0,0.642,0.114,31,
2837,spider_high_2.m4v,3,2,2,1878.545,1881.546,0.172,3.821,0.24,1.602,1891.71,1911.751,0.763,0.741,0.697,0.091,2.486,0.935,1.936,2.436,198,,0,0.642,0.114,32,
2838,spider_high_3.mov,3,2,1,1929.035,1932.035,0.453,3.955,0.369,2.153,1943.884,1964.024,0.903,0.886,0.844,0.082,2.269,0.801,1.785,1.769,198,,0,0.642,0.114,33,
2839,heights_low_4.m4v,1,1,2,1980.141,1983.141,0.67,1.685,0.753,1.185,1994.757,2015.783,0.711,0.789,0.751,0.598,4.205,0.951,1.202,2.369,198,,0,0.642,0.114,34,
2840,heights_high_3.m4v,1,2,1,2034.001,2037.001,0.779,5.039,0.689,2.57,2053.355,2073.964,0.848,0.874,0.83,0.255,2.787,1.135,2.319,1.768,198,,0,0.642,0.114,35,
2841,heights_high_4.m4v,1,2,1,2091.464,2094.465,0.856,1.685,0.743,1.018,2105.914,2126.205,0.871,0.922,0.804,0.265,2.436,1.368,1.168,1.752,198,,0,0.642,0.114,36,
2842,social_high_6.mov,2,2,2,10.078,13.104,0.226,3.154,0.098,5.189,25.245,45.785,0.611,0.354,0.321,0,4.388,3.354,2.253,1.685,199,0.986,0.105,1.024,0.014,1,
2843,social_high_1.mov,2,2,1,66.991,69.992,0.559,3.988,0.121,3.254,81.975,102.048,0.262,0.315,0.665,0.847,4.989,4.439,1.686,1.235,199,1.003,0,1.024,0.014,2,
2844,heights_high_5.mov,1,2,2,123.904,126.904,0.666,3.371,0.209,2.57,141.59,161.613,0.646,0.623,0.82,0.414,2.92,1.619,1.652,4.255,199,0.92,0,1.024,0.014,3,
2845,spider_low_6.m4v,3,1,2,181.551,184.551,0.617,2.687,0.156,2.136,195.116,215.642,0.317,0.237,0.649,0.34,2.303,1.518,2.737,2.252,199,0.932,0,1.024,0.014,4,
2846,heights_low_4.m4v,1,1,2,233.959,236.961,0.722,1.986,0.156,0.818,248.508,269.517,0.442,0.169,0.301,0.84,3.204,5.173,3.754,3.087,199,1.009,0.1,1.024,0.014,5,
2847,heights_high_1.m4v,1,2,1,294.242,297.242,0.639,4.055,0.073,4.872,314.915,335.343,0.8,0.749,0.808,0.35,1.452,1.452,1.735,2.937,199,0.942,0.212,1.024,0.014,6,
2848,heights_low_6.m4v,1,1,1,352.407,355.407,0.809,3.804,0.057,1.485,369.442,387.448,0.539,0.558,0.646,0.812,4.655,1.318,2.904,1.719,199,0.999,0,1.024,0.014,7,
2849,social_low_4.m4v,2,1,2,407.534,410.534,0.605,4.689,0.072,1.268,420.232,440.974,0.048,0.066,0.053,0.654,4.138,2.086,12.381,3.821,199,0.95,0,1.024,0.014,8,
2850,social_low_6.m4v,2,1,1,472.89,475.89,0.685,3.521,0.139,2.253,487.406,506.831,0.647,0.685,0.773,0.675,1.919,1.702,1.469,2.803,199,0.987,0,1.024,0.014,9,
2851,spider_high_5.m4v,3,2,2,524.213,527.216,0.792,2.086,0.026,2.303,536.343,556.852,0.614,0.57,0.762,0.122,1.569,0.818,1.735,1.268,199,0.964,0,1.024,0.014,10,
2852,spider_low_4.m4v,3,1,1,571.732,574.733,0.665,2.003,0.095,1.519,581.994,602.503,0.185,0.095,0.481,0.798,2.069,2.219,2.753,2.203,199,1.039,0,1.024,0.014,11,
2853,spider_high_3.mov,3,2,1,621.237,624.238,0.544,1.135,0.112,1.435,630.548,650.654,0.615,0.713,0.795,0.492,1.735,1.201,1.151,0.017,199,1.03,0,1.024,0.014,12,
2854,heights_high_4.m4v,1,2,2,737.132,740.133,0.647,1.952,0.108,3.671,754.501,774.794,0.767,0.861,0.859,0.398,1.402,1.569,1.785,2.336,199,1.08,0.108,1.024,0.014,13,
2855,spider_low_3.m4v,3,1,2,791.376,794.376,0.617,1.852,0.113,1.385,801.353,822.029,0.902,0.877,0.834,0.065,1.886,1.051,1.218,0.968,199,1.028,0,1.024,0.014,14,
2856,spider_high_6.mov,3,2,1,836.642,839.643,0.753,1.836,0.181,2.67,849.89,869.513,0.788,0.758,0.778,0.259,2.42,0.851,1.318,1.335,199,1.05,0,1.024,0.014,15,
2857,spider_low_2.mov,3,1,1,884.929,887.929,0.767,1.535,0.05,1.335,895.541,916.098,0.131,0.141,0.725,0.767,1.536,1.585,1.786,1.168,199,1.01,0,1.024,0.014,16,
2858,social_low_5.m4v,2,1,2,931.681,934.682,0.398,5.039,0.067,1.402,946.864,966.839,0.051,0.034,0.193,0.859,2.47,1.535,2.386,1.952,199,1.005,0,1.024,0.014,17,
2859,social_high_3.mov,2,2,1,984.673,987.673,0.345,1.869,0.051,1.352,994.634,1015.007,0.707,0.778,0.35,0.434,1.285,3.804,1.602,3.404,199,0.97,0.107,1.024,0.014,18,
2860,social_low_2.mov,2,1,1,1034.595,1037.595,0.306,2.92,0.033,2.303,1047.559,1068.9,0.414,0.658,0.136,0.197,4.355,0.918,2.019,1.318,199,0.987,0,1.024,0.014,19,
2861,spider_high_4.m4v,3,2,2,1087.003,1090.003,0.639,1.919,0,1.285,1096.931,1117.389,0.799,0.825,0.87,0.078,4.288,0.935,1.035,0.885,199,0.993,0,1.024,0.014,20,
2862,heights_high_6.mov,1,2,2,1134.021,1137.022,0.585,3.955,0.062,1.085,1150.807,1171.313,0.78,0.685,0.806,0.425,1.001,1.352,0.834,2.169,199,0.993,0.21,1.024,0.014,21,
2863,heights_low_5.m4v,1,1,1,1186.162,1189.163,0.6,2.436,0.019,1.285,1201.63,1221.621,0.16,0.184,0.599,0.821,1.852,1.418,1.986,0.884,199,0.985,0.222,1.024,0.014,22,
2864,heights_low_1.m4v,1,1,1,1237.252,1240.253,0.323,3.888,0.11,2.019,1254.905,1275.914,0.075,0.026,0.441,0.909,1.886,1.085,1.919,1.602,199,0.93,0.1,1.024,0.014,23,
2865,social_high_2.mov,2,2,2,1291.896,1294.896,0.573,1.986,0.045,1.135,1301.757,1322.731,0.683,0.733,0.444,0.402,3.638,1.352,3.454,3.004,199,1.036,0,1.024,0.014,24,
2866,social_low_1.m4v,2,1,2,1416.15,1419.151,0.366,2.002,0.081,1.135,1427.029,1447.855,0.136,0.139,0.458,0.872,1.802,1.101,2.303,0.884,199,1.024,0.102,1.024,0.014,25,
2867,social_low_3.m4v,2,1,1,1463.436,1466.436,0.267,1.802,0.02,1.435,1475.416,1495.574,0.043,0.097,0.794,0.951,2.42,1.836,2.136,1.018,199,1.037,0,1.024,0.014,26,
2868,heights_low_2.m4v,1,1,2,1512.473,1515.474,0.398,10.929,0.06,1.235,1536.383,1556.408,0.073,0.077,0.701,0.932,12.114,1.318,2.653,0.935,199,0.998,0.111,1.024,0.014,27,
2869,social_high_4_replacement.mov,2,2,2,1582.918,1585.918,0.214,2.653,0,2.153,1594.464,1614.771,0.72,0.641,0.381,0.307,1.335,1.151,1.585,1.235,199,1.006,0,1.024,0.014,28,
2870,social_high_5.m4v,2,2,1,1629.57,1632.57,0.379,1.652,0.124,0.968,1638.93,1658.922,0.688,0.639,0.442,0.689,2.153,1.085,5.656,3.02,199,0.991,0,1.024,0.014,29,
2871,spider_high_1.mov,3,2,2,1680.326,1683.326,0.679,1.101,0.143,1.201,1691.371,1711.377,0.642,0.758,0.775,0.172,1.836,1.285,1.185,1.018,199,0.962,0.111,1.024,0.014,30,
2872,spider_low_5.mov,3,1,1,1726.193,1729.194,0.702,1.785,0.103,2.186,1736.905,1757.228,0.671,0.674,0.686,0.268,2.469,1.652,2.92,1.969,199,0.974,0.107,1.024,0.014,31,
2873,spider_high_2.m4v,3,2,1,1775.732,1778.732,0.847,0.935,0.014,1.202,1785.609,1805.668,0.704,0.672,0.582,0.235,1.352,0.851,1.769,1.485,199,0.905,0.11,1.024,0.014,32,
2874,heights_high_3.m4v,1,2,2,1820.614,1823.615,0.434,3.12,0,1.318,1836.799,1857.408,0.845,0.894,0.861,0.396,1.636,1.435,1.569,3.087,199,1.055,0.312,1.024,0.014,33,
2875,heights_high_2.mov,1,2,1,1874.624,1877.624,0.65,0.785,0.089,1.485,1888.64,1909.513,0.839,0.854,0.789,0.354,1.535,0.801,1.235,1.435,199,0.969,0.203,1.024,0.014,34,
2876,heights_low_3.mov,1,1,1,1924.012,1927.013,0.767,2.086,0.055,1.268,1939.112,1957.617,0.133,0.114,0.454,0.729,2.453,1.151,4.021,1.168,199,0.961,0.266,1.024,0.014,35,
2877,spider_low_1.m4v,3,1,2,1975.903,1978.903,0.714,3.17,0.112,1.268,1987.082,2007.306,0.201,0.33,0.602,0.479,2.053,1.035,1.852,3.271,199,0.907,0,1.024,0.014,36,
2878,spider_low_2.mov,3,1,2,10.061,13.088,0.209,5.84,0.213,8.843,31.569,52.109,0,0,0.694,0.777,3.354,1.519,3.921,2.053,200,0.813,0.105,0.756,0.038,1,
2879,spider_high_2.m4v,3,2,1,72.48,75.481,0.101,6.574,0.015,3.804,91.602,111.66,0.209,0.162,0.211,0.326,1.836,1.418,4.038,3.287,200,0.882,0,0.756,0.038,2,
2880,spider_high_3.mov,3,2,1,131.746,134.746,0.088,29.9,0.058,1.485,170.889,191.012,0.165,0.048,0.108,0.429,2.186,1.418,5.523,8.209,200,0.815,0,0.756,0.038,3,
2881,heights_high_3.m4v,1,2,2,217.841,220.841,0.121,15.951,0.133,1.318,246.856,267.483,0.114,0.026,0.03,0.665,13.615,1.018,1.235,3.804,200,0.767,0,0.756,0.038,4,
2882,heights_low_6.m4v,1,1,1,296.661,299.663,0.126,6.324,0.217,5.523,320.255,338.259,0.104,0.068,0.192,0.36,8.693,1.368,4.055,3.504,200,0.775,0,0.756,0.038,5,
2883,heights_high_2.mov,1,2,1,365.387,368.388,0.079,10.145,0,1.469,388.747,409.622,0.67,0.084,0.134,0.304,4.238,2.186,2.136,2.803,200,0.754,0.101,0.756,0.038,6,
2884,spider_low_1.m4v,3,1,2,430.476,433.477,0,2.503,0,0.651,440.371,460.595,0.124,0.019,0,0.471,9.477,1.085,4.739,3.17,200,0.799,0,0.756,0.038,7,
2885,social_low_3.m4v,2,1,2,488.573,491.574,0,2.536,0.034,1.051,500.904,521.045,0,0,0,0.503,1.702,2.37,1.569,2.603,200,0.817,0,0.756,0.038,8,
2886,social_high_3.mov,2,2,1,538.779,541.779,0.024,19.155,0,1.035,565.709,586.081,0.147,0.129,0,0.483,8.46,3.171,15.901,2.419,200,0.843,0,0.756,0.038,9,
2887,social_low_2.mov,2,1,1,625.525,628.525,0,2.52,0,0.985,635.769,657.114,0,0.427,0,0.427,30.551,2.003,1.602,3.371,200,0.82,0,0.756,0.038,10,
2888,heights_low_3.mov,1,1,2,704.128,707.128,0.124,2.036,0.125,3.137,721.047,739.551,0,0,0.13,0.466,12.347,0.734,1.335,1.769,200,0.829,0,0.756,0.038,11,
2889,social_high_2.mov,2,2,2,765.229,768.229,0.046,2.036,0,1.285,776.275,797.248,0,0.21,0,0,5.356,1.168,1.819,28.498,200,0.89,0,0.756,0.038,12,
2890,social_high_6.mov,2,2,2,917.714,920.715,0,1.302,0.043,1.352,928.109,948.633,0,0.5,0.051,0.495,18.604,0.184,0.985,2.57,200,0.85,0,0.756,0.038,13,
2891,social_high_5.m4v,2,2,1,980.467,983.467,0,2.019,0,0.918,992.146,1012.138,0.035,0.056,0.005,0.552,9.127,4.088,1.702,1.786,200,0.799,0,0.756,0.038,14,
2892,heights_high_6.mov,1,2,2,1038.348,1041.348,0,2.987,0.022,1.418,1054.499,1074.988,0.054,0.102,0.5,0.5,5.039,1.018,0.017,0.017,200,0.797,0,0.756,0.038,15,
2893,heights_high_5.mov,1,2,1,1090.572,1093.572,0,2.036,0,0.818,1105.171,1125.177,0.312,0.308,0.704,0.664,3.921,2.803,2.92,3.204,200,0.799,0,0.756,0.038,16,
2894,heights_low_2.m4v,1,1,1,1147.518,1150.518,0,3.971,0.087,2.369,1165.605,1185.63,0,0,0,0.359,2.553,0.851,1.819,2.269,200,0.563,0,0.756,0.038,17,
2895,spider_high_1.mov,3,2,2,1202.612,1205.613,0,1.185,0,1.752,1212.29,1232.279,0.162,0.151,0,0.389,1.435,1.719,1.435,4.155,200,0.798,0,0.756,0.038,18,
2896,heights_low_1.m4v,1,1,2,1250.515,1253.516,0.078,1.402,0.068,1.285,1264.948,1285.941,0,0,0.726,1,2.97,1.068,2.553,1.502,200,0.786,0,0.756,0.038,19,
2897,social_low_1.m4v,2,1,2,1303.524,1306.524,0,2.486,0,0.718,1313.468,1334.277,0.171,0.115,0.058,0.662,1.535,1.268,1.636,2.186,200,0.739,0,0.756,0.038,20,
2898,social_low_5.m4v,2,1,1,1350.392,1353.393,0,4.405,0,0.718,1362.255,1382.231,0,0,0,0.472,2.253,0.784,0.851,2.153,200,0.614,0.111,0.756,0.038,21,
2899,spider_low_6.m4v,3,1,2,1397.761,1400.762,0,1.735,0.007,2.186,1409.424,1429.933,0,0,0,0.494,9.327,1.051,1.235,1.952,200,0.75,0,0.756,0.038,22,
2900,spider_low_4.m4v,3,1,1,1452.989,1455.989,0,2.403,0.5,0.017,1464.151,1484.645,0,0,0,0.466,4.288,0.884,1.702,1.452,200,0.748,0,0.756,0.038,23,
2901,spider_high_6.mov,3,2,1,1502.46,1505.461,0,3.254,0,0.651,1513.105,1532.728,0.643,0.629,0.264,0.181,8.476,5.256,2.92,1.102,200,,0,0.756,0.038,24,
2902,social_high_4_replacement.mov,2,2,2,1634.006,1637.006,0,3.304,0,0.768,1644.818,1665.108,0.035,0,0,0.516,1.769,1.435,2.803,2.536,200,0.859,0,0.756,0.038,25,
2903,spider_high_5.m4v,3,2,2,1683.144,1686.144,0,1.569,0,0.934,1692.387,1712.879,0.011,0,0,0.487,1.252,1.235,1.118,2.653,200,0.856,0,0.756,0.038,26,
2904,heights_high_4.m4v,1,2,2,1728.627,1731.627,0,5.907,0.004,1.285,1747.565,1767.838,0.53,0,0,0.649,3.822,2.47,1.952,2.336,200,0.709,0,0.756,0.038,27,
2905,spider_high_4.m4v,3,2,2,1787.909,1790.91,0,2.637,0,1.452,1800.74,1821.214,0,0,0,0.54,1.953,0.801,2.253,1.101,200,0.659,0,0.756,0.038,28,
2906,spider_low_3.m4v,3,1,1,1836.813,1839.813,0,4.405,0,1.302,1849.26,1869.918,0.33,0,0.166,0.591,8.343,1.168,2.136,3.154,200,0.833,0,0.756,0.038,29,
2907,spider_low_5.mov,3,1,1,1894.21,1897.21,0,7.942,0,1.018,1910.912,1931.252,0,0,0,0.517,21.657,0.784,0.801,0.751,200,0.827,0,0.756,0.038,30,
2908,social_high_1.mov,2,2,2,1964.738,1967.738,0,8.793,0,2.002,1982.257,2002.314,0.036,0,0,0.503,4.438,1.952,2.536,0.584,200,0.82,0,0.756,0.038,31,
2909,social_low_6.m4v,2,1,1,2021.317,2024.318,0.052,3.854,0.199,2.236,2036.15,2055.575,0,0.13,0.092,0.322,38.743,1.152,2.103,5.756,200,0.912,0,0.756,0.038,32,
2910,social_low_4.m4v,2,1,1,2112.818,2115.818,0.069,15.117,0.053,1.685,2137.362,2158.105,0,0.024,0,0.483,28.799,1.018,2.269,2.219,200,0.885,0,0.756,0.038,33,
2911,heights_low_5.m4v,1,1,2,2201.9,2204.9,0,8.877,0,1.735,2224.258,2244.249,0,0,0,0.498,7.075,2.152,1.686,1.535,200,0.809,0,0.756,0.038,34,
2912,heights_low_4.m4v,1,1,1,2266.188,2269.188,0,8.109,0,2.803,2288.846,2309.871,0,0,0,0.71,5.54,0.801,0.851,1.218,200,,0,0.756,0.038,35,
2913,heights_high_1.m4v,1,2,1,2327.773,2330.773,0,1.168,0,0.951,2341.638,2362.029,0.215,0,0,0.289,2.653,2.186,4.589,3.47,200,0.876,0,0.756,0.038,36,
2914,social_high_2.mov,2,2,2,10.078,13.103,0.502,5.406,0.237,1.419,24.711,45.651,0.484,0.511,0.5,0.099,12.514,3.604,1.152,4.422,201,0.988,0.101,0.912,0.086,1,
2915,social_low_1.m4v,2,1,1,76.869,79.87,0.484,3.07,0.267,1.435,88.132,108.958,0,0,0.279,1,3.538,2.036,1.902,2.97,201,0.942,0.102,0.912,0.086,2,
2916,heights_low_1.m4v,1,1,2,128.91,131.91,0.27,2.486,0.266,1.185,144.327,165.32,0.058,0.056,0.205,0.908,3.955,1.519,1.936,4.155,201,0.892,0.1,0.912,0.086,3,
2917,heights_high_6.mov,1,2,1,186.373,189.374,0.205,2.086,0.236,1.352,201.557,222.064,0.497,0.487,0.506,0.107,2.653,5.156,2.52,2.653,201,1.043,0,0.912,0.086,4,
2918,spider_high_3.mov,3,2,2,244.554,247.556,0.189,1.135,0.199,1.285,253.732,273.856,0.625,0.714,0.69,0,3.104,1.001,1.385,1.719,201,1.013,0.219,0.912,0.086,5,
2919,social_low_6.m4v,2,1,2,290.605,293.606,0.515,1.736,0.267,1.318,302.402,321.811,0.476,0.336,0.377,0.479,3.855,4.455,1.886,3.871,201,0.978,0,0.912,0.086,6,
2920,social_high_4_replacement.mov,2,2,1,345.366,348.366,0.436,2.92,0.298,1.719,356.745,377.035,0.5,0.622,0.607,0.189,1.836,13.766,1.819,1.085,201,0.966,0,0.912,0.086,7,
2921,spider_low_3.m4v,3,1,2,405.032,408.032,0.24,2.019,0.224,1.018,414.809,435.486,0.5,0.465,0.593,0.638,3.054,3.471,6.758,0.701,201,1.034,0.207,0.912,0.086,8,
2922,spider_high_6.mov,3,2,1,458.958,461.959,0.426,1.435,0.392,1.819,469.954,489.576,0.097,0.155,0.483,0.473,5.406,1.151,3.004,3.504,201,1.006,0,0.912,0.086,9,
2923,spider_low_2.mov,3,1,1,512.134,515.134,0.253,1.569,0.253,1.635,524.08,544.62,0.146,0.067,0.772,0.941,2.653,1.068,3.12,2.403,201,0.987,0,0.912,0.086,10,
2924,heights_high_3.m4v,1,2,2,563.374,566.374,0.209,1.485,0.194,0.801,577.406,598.032,0.806,0.765,0.512,0.09,2.253,1.068,2.019,1.802,201,0.993,0,0.912,0.086,11,
2925,heights_low_4.m4v,1,1,1,614.664,617.664,0.488,2.419,0.498,0.501,629.33,650.34,0.182,0.243,0.865,0.867,1.936,1.235,1.268,1.252,201,0.994,0,0.912,0.086,12,
2926,spider_high_5.m4v,3,2,2,738.685,741.685,0.256,1.786,0.238,1.151,748.362,768.854,0.277,0.189,0.353,0.48,2.153,0.884,0.851,1.885,201,1.033,0,0.912,0.086,13,
2927,spider_high_2.m4v,3,2,1,784.135,787.135,0.225,5.823,0.247,0.568,797.266,817.308,0.812,0.726,0.778,0,3.404,1.302,1.068,1.669,201,0.992,0,0.912,0.086,14,
2928,spider_low_5.mov,3,1,1,834.241,837.241,0.201,5.556,0.235,0.768,848.306,868.629,0,0.011,0.151,0.514,2.236,0.885,1.719,2.186,201,0.737,0.107,0.912,0.086,15,
2929,social_high_3.mov,2,2,2,885.164,888.164,0.502,2.687,0.471,0.768,895.358,915.748,0.748,0.751,0.679,0.131,3.337,1.468,4.939,2.837,201,0.96,0.106,0.912,0.086,16,
2930,heights_high_1.m4v,1,2,2,937.839,940.839,0.256,1.251,0.22,0.868,951.704,972.113,0.627,0.745,0.696,0.183,3.321,0.818,0.968,2.203,201,1,0,0.912,0.086,17,
2931,heights_high_2.mov,1,2,1,988.912,991.912,0.255,2.753,0.253,1.302,1004.713,1025.586,0.697,0.584,0.649,0.188,5.373,1.352,1.185,1.468,201,0.966,0.203,0.912,0.086,18,
2932,heights_low_5.m4v,1,1,1,1044.457,1047.457,0.204,6.908,0.344,1.085,1064.195,1084.187,0,0,0.25,0.733,4.405,2.386,2.837,3.855,201,0.944,0,0.912,0.086,19,
2933,spider_low_1.m4v,3,1,2,1107.159,1110.16,0.174,2.519,0.174,1.568,1119.973,1140.197,0.051,0.121,0.151,0.306,1.368,1.468,1.085,2.987,201,0.798,0.108,0.912,0.086,20,
2934,social_low_4.m4v,2,1,2,1156.597,1159.598,0.255,2.853,0.213,0.968,1169.161,1189.904,0.19,0.108,0.3,0.502,2.52,1.085,1.118,0.017,201,0.916,0,0.912,0.086,21,
